contact,duration,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,contacts,financial,campaigns,demographic
1.0,62.0,-1.8,92.893,-46.2,1.334,5099.1,1000.0,1.0,0.0,44.0
1.0,109.0,1.4,93.444,-36.1,4.963,5228.1,1002.0,1.0,0.0,39.0
1.0,105.0,-1.8,92.893,-46.2,1.244,5099.1,1000.0,2.0,0.0,64.0
1.0,50.0,-0.1,93.2,-42.0,4.021,5195.8,1001.0,1.0,0.0,56.0
1.0,306.0,1.4,93.918,-42.7,4.962,5228.1,1001.0,1.0,0.0,30.0
1.0,323.0,-1.1,94.601,-49.5,0.982,4963.6,1000.0,0.0,0.0,80.0
0.0,288.0,1.4,94.465,-41.8,4.961,5228.1,1000.0,0.0,0.0,49.0
0.0,169.0,1.4,93.918,-42.7,4.959,5228.1,1000.0,1.0,0.0,50.0
0.0,402.0,1.1,93.994,-36.4,4.859,5191.0,1000.0,0.0,0.0,43.0
0.0,225.0,1.1,93.994,-36.4,4.857,5191.0,1003.0,1.0,0.0,57.0
1.0,134.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,1.0,0.0,50.0
1.0,243.0,-2.9,92.469,-33.6,1.029,5076.2,1001.0,1.0,2.0,42.0
1.0,644.5,-0.1,93.2,-42.0,4.12,5195.8,1001.0,0.0,0.0,53.0
1.0,644.5,-1.8,92.893,-46.2,1.291,5099.1,1003.0,2.0,0.0,59.0
0.0,46.0,-0.1,93.2,-42.0,4.153,5195.8,1003.0,0.0,0.0,53.0
1.0,79.0,-3.4,92.379,-29.8,0.741,5017.5,1000.0,2.0,0.0,76.0
1.0,137.0,-0.1,93.2,-42.0,4.12,5195.8,1001.0,1.0,0.0,71.0
0.0,400.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,0.0,0.0,60.0
1.0,18.0,-1.8,92.893,-46.2,1.25,5099.1,1005.0,1.0,0.0,55.0
1.0,241.0,-0.1,93.2,-42.0,4.153,5195.8,1002.0,1.0,2.0,63.0
1.0,414.0,-1.8,93.075,-47.1,1.405,5099.1,1002.0,1.0,2.0,67.0
1.0,127.0,-1.8,92.893,-46.2,1.327,5099.1,1005.0,1.0,0.0,59.0
1.0,151.0,-0.1,93.2,-42.0,4.12,5195.8,1001.0,1.0,0.0,54.0
1.0,74.0,-1.8,92.893,-46.2,1.25,5099.1,1001.0,1.0,0.0,60.0
1.0,69.0,-2.9,92.963,-40.8,1.266,5076.2,1001.0,0.0,2.0,37.0
1.0,322.0,-1.1,94.601,-49.5,0.987,4963.6,1000.0,0.0,0.0,41.0
0.0,505.0,1.1,93.994,-36.4,4.856,5191.0,1001.0,1.0,0.0,60.0
1.0,277.0,-1.8,92.843,-50.0,1.531,5099.1,1000.0,1.0,0.0,33.0
0.0,644.5,1.1,93.994,-36.4,4.859,5191.0,1001.0,0.0,0.0,42.0
1.0,245.0,-2.9,92.963,-40.8,1.252,5076.2,1001.0,1.0,0.0,53.0
0.0,5.0,-1.7,94.027,-38.3,0.889,4991.6,1000.0,1.0,0.0,44.0
0.0,281.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,1.0,0.0,49.0
1.0,122.0,-1.8,92.893,-46.2,1.25,5099.1,1005.0,0.0,0.0,38.0
0.0,160.0,1.1,93.994,-36.4,4.86,5191.0,1000.0,1.0,0.0,52.0
0.0,170.0,1.1,93.994,-36.4,4.855,5191.0,1001.0,1.0,0.0,44.0
0.0,252.0,1.1,93.994,-36.4,4.855,5191.0,1003.0,4.0,0.0,46.0
1.0,214.0,1.4,93.918,-42.7,4.96,5228.1,1000.0,2.0,0.0,57.0
0.0,329.0,1.4,93.918,-42.7,4.963,5228.1,1002.0,2.0,0.0,50.0
1.0,644.5,-2.9,92.201,-31.4,0.883,5076.2,1000.0,1.0,0.0,58.0
1.0,96.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,0.0,0.0,30.0
1.0,239.0,-0.1,93.2,-42.0,4.076,5195.8,1001.0,1.0,0.0,40.0
1.0,301.0,-3.4,92.431,-26.949999999999992,0.742,5017.5,1001.0,2.0,0.0,41.0
0.0,644.5,1.1,93.994,-36.4,4.857,5191.0,1003.0,2.0,0.0,57.0
0.0,83.0,1.4,94.465,-41.8,4.864,5228.1,1000.0,1.0,0.0,30.0
1.0,200.0,-0.1,93.2,-42.0,4.153,5195.8,1000.0,0.0,0.0,44.0
1.0,354.0,-1.8,92.893,-46.2,1.281,5099.1,1001.0,0.0,2.0,32.0
1.0,644.5,1.4,93.918,-42.7,4.962,5228.1,1000.0,0.0,0.0,51.0
0.0,194.0,1.1,93.994,-36.4,4.857,5191.0,1002.0,0.0,0.0,38.0
1.0,644.5,1.4,93.918,-42.7,4.957,5228.1,1000.0,0.0,0.0,43.0
1.0,294.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,3.0,2.0,38.0
1.0,644.5,1.4,93.444,-36.1,4.964,5228.1,1000.0,1.0,0.0,42.0
1.0,234.0,1.4,93.918,-42.7,4.96,5228.1,1000.0,2.0,0.0,49.0
0.0,141.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,1.0,0.0,57.0
0.0,8.0,-1.7,94.055,-39.8,0.761,4991.6,1000.0,0.0,0.0,35.0
0.0,80.0,1.4,94.465,-41.8,4.958,5228.1,1001.0,1.0,0.0,53.0
0.0,240.0,1.4,94.465,-41.8,4.961,5228.1,1005.0,4.0,0.0,35.0
1.0,444.0,1.4,93.444,-36.1,4.965,5228.1,1002.0,0.0,0.0,45.0
0.0,70.0,1.4,94.465,-41.8,4.961,5228.1,1005.0,0.0,0.0,45.0
0.0,167.0,1.4,94.465,-41.8,4.961,5228.1,1000.0,1.0,0.0,40.0
1.0,235.0,1.4,93.444,-36.1,4.965,5228.1,1001.0,0.0,0.0,37.0
0.0,644.5,1.4,94.465,-41.8,4.962,5228.1,1000.0,0.0,0.0,37.0
1.0,388.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,1.0,0.0,65.0
1.0,159.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,1.0,0.0,49.0
0.0,380.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,1.0,0.0,33.0
0.0,212.0,1.1,93.994,-36.4,4.858,5191.0,1001.0,2.0,0.0,31.0
1.0,175.0,1.4,93.918,-42.7,4.968,5228.1,1004.0,0.0,0.0,41.0
1.0,358.0,-1.1,94.199,-37.5,0.88,4963.6,997.0,1.0,3.0,41.0
0.0,60.0,1.4,94.465,-41.8,4.961,5228.1,1001.0,1.0,0.0,69.0
1.0,272.0,-1.8,93.075,-47.1,1.466,5099.1,1000.0,1.0,0.0,43.0
1.0,71.0,1.4,93.918,-42.7,4.963,5228.1,1002.0,0.0,0.0,33.0
0.0,163.0,1.4,93.918,-42.7,4.962,5228.1,1004.0,0.0,0.0,60.0
1.0,143.0,-0.1,93.2,-42.0,4.076,5195.8,1000.0,0.0,0.0,34.0
1.0,69.0,1.4,93.444,-36.1,4.968,5228.1,1000.0,0.0,0.0,58.0
1.0,118.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,1.0,0.0,47.0
0.0,191.0,1.1,93.994,-36.4,4.858,5191.0,1003.0,1.0,0.0,47.0
0.0,150.0,1.1,93.994,-36.4,4.859,5191.0,1000.0,1.0,0.0,66.0
1.0,427.0,-1.8,92.843,-50.0,1.687,5099.1,1002.0,1.0,0.0,45.0
0.0,146.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,0.0,0.0,46.0
1.0,270.0,1.4,93.444,-36.1,4.97,5228.1,1000.0,1.0,0.0,67.0
1.0,54.0,-1.8,92.893,-46.2,1.264,5099.1,1000.0,0.0,0.0,50.0
1.0,236.0,-0.1,93.2,-42.0,4.191,5195.8,1000.0,0.0,0.0,61.0
0.0,644.5,1.4,93.918,-42.7,4.961,5228.1,1003.0,1.0,0.0,56.0
0.0,502.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,2.0,0.0,44.0
1.0,248.0,-3.0,92.713,-33.0,0.71,5023.5,1005.0,1.0,0.0,28.0
1.0,127.0,-2.9,92.963,-40.8,1.281,5076.2,1003.0,0.0,2.0,40.0
1.0,102.0,-2.9,92.201,-31.4,0.821,5076.2,1002.0,1.0,2.0,41.0
1.0,67.0,-0.1,93.2,-42.0,4.153,5195.8,1000.0,1.0,0.0,64.0
0.0,319.0,1.1,93.994,-36.4,4.855,5191.0,1000.0,0.0,0.0,53.0
1.0,644.5,1.4,93.444,-36.1,4.965,5228.1,1005.0,2.0,0.0,34.0
0.0,135.0,1.1,93.994,-36.4,4.859,5191.0,1002.0,1.0,0.0,54.0
0.0,518.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,1.0,0.0,41.0
0.0,166.0,1.1,93.994,-36.4,4.858,5191.0,1002.0,1.0,0.0,57.0
1.0,323.0,-1.8,92.893,-46.2,1.281,5099.1,1000.0,0.0,0.0,49.0
1.0,106.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,2.0,0.0,34.0
0.0,188.0,1.4,94.465,-41.8,4.958,5228.1,1003.0,1.0,0.0,41.0
0.0,249.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,0.0,0.0,63.0
0.0,47.0,1.4,94.465,-41.8,4.866,5228.1,1000.0,0.0,0.0,37.0
1.0,84.0,-1.8,92.893,-46.2,1.25,5099.1,1000.0,1.0,0.0,38.0
0.0,264.0,1.4,94.465,-41.8,4.958,5228.1,1000.0,0.0,0.0,33.0
1.0,210.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,1.0,0.0,40.0
1.0,111.0,1.4,93.444,-36.1,4.966,5228.1,1000.0,1.0,0.0,41.0
1.0,265.0,-1.8,92.893,-46.2,1.281,5099.1,1001.0,1.0,0.0,45.0
0.0,124.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,3.0,0.0,39.0
0.0,94.0,1.4,93.918,-42.7,4.96,5228.1,1001.0,2.0,0.0,46.0
0.0,511.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,1.0,0.0,62.0
1.0,562.0,-0.1,93.2,-42.0,4.076,5195.8,1001.0,1.0,0.0,42.0
1.0,337.0,1.4,93.918,-42.7,4.962,5228.1,1001.0,1.0,0.0,60.0
0.0,109.0,1.4,94.465,-41.8,4.96,5228.1,1001.0,0.0,0.0,38.0
1.0,83.0,-1.8,92.893,-46.2,1.327,5099.1,1003.0,1.0,0.0,44.0
0.0,274.0,1.1,93.994,-36.4,4.856,5191.0,1001.0,1.0,0.0,58.0
1.0,190.0,1.4,93.444,-36.1,4.963,5228.1,1000.0,0.0,0.0,38.0
1.0,411.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,1.0,0.0,29.0
1.0,265.0,1.4,93.444,-36.1,4.965,5228.1,1005.0,1.0,0.0,52.0
1.0,140.0,1.4,93.444,-36.1,4.962,5228.1,1005.0,0.0,0.0,45.0
1.0,63.0,-1.8,92.893,-46.2,1.244,5099.1,1004.0,1.0,0.0,46.0
1.0,44.0,1.4,93.444,-36.1,4.964,5228.1,1005.0,0.0,0.0,49.0
1.0,53.0,1.4,93.444,-36.1,4.964,5228.1,1002.0,1.0,0.0,41.0
0.0,37.0,1.4,94.465,-41.8,4.958,5228.1,1002.0,2.0,0.0,58.0
0.0,137.0,1.1,93.994,-36.4,4.86,5191.0,1001.0,1.0,0.0,47.0
1.0,644.5,-1.8,93.075,-47.1,1.41,5099.1,1002.0,0.0,2.0,32.0
1.0,250.0,-2.9,92.963,-40.8,1.252,5076.2,1000.0,1.0,0.0,45.0
1.0,156.0,-1.8,92.893,-46.2,1.327,5099.1,1001.0,0.0,0.0,44.0
1.0,113.0,-1.8,92.843,-50.0,1.687,5099.1,1001.0,2.0,2.0,48.0
1.0,123.0,-1.8,92.893,-46.2,1.327,5099.1,1000.0,1.0,0.0,45.0
0.0,269.0,1.4,94.465,-41.8,4.865,5228.1,1002.0,1.0,0.0,45.0
0.0,20.0,1.4,94.465,-41.8,4.959,5228.1,1005.0,0.0,0.0,29.0
1.0,211.0,-1.8,92.893,-46.2,1.25,5099.1,1005.0,1.0,2.0,33.0
0.0,202.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,1.0,0.0,55.0
0.0,90.0,1.4,94.465,-41.8,4.961,5228.1,1000.0,0.0,0.0,45.0
0.0,211.0,1.1,93.994,-36.4,4.857,5191.0,1003.0,0.0,0.0,42.0
1.0,288.0,-1.8,92.893,-46.2,1.299,5099.1,1001.0,2.0,2.0,54.0
1.0,175.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,1.0,0.0,36.0
0.0,71.0,1.1,93.994,-36.4,4.856,5191.0,1002.0,0.0,0.0,51.0
1.0,633.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,1.0,0.0,36.0
1.0,597.0,-1.1,94.767,-50.8,1.041,4963.6,997.0,0.0,4.0,51.0
1.0,70.0,-1.8,92.893,-46.2,1.264,5099.1,1000.0,0.0,0.0,55.0
0.0,161.0,1.4,94.465,-41.8,4.967,5228.1,1004.0,0.0,0.0,47.0
1.0,141.0,-1.8,92.893,-46.2,1.327,5099.1,1000.0,1.0,0.0,42.0
1.0,644.5,1.4,93.918,-42.7,4.963,5228.1,1002.0,0.0,0.0,50.0
0.0,491.0,1.4,94.465,-41.8,4.962,5228.1,1002.0,2.0,0.0,49.0
1.0,73.0,-2.9,92.963,-40.8,1.262,5076.2,1000.0,4.0,0.0,46.0
1.0,644.5,1.4,93.918,-42.7,4.963,5228.1,1001.0,1.0,0.0,33.0
0.0,423.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,0.0,0.0,56.0
0.0,201.0,1.4,94.465,-41.8,4.864,5228.1,1002.0,0.0,0.0,43.0
1.0,199.0,1.4,93.918,-42.7,4.957,5228.1,1000.0,1.0,0.0,44.0
1.0,164.0,-0.1,93.2,-42.0,4.076,5195.8,1003.0,2.0,2.0,49.0
1.0,265.0,1.4,93.918,-42.7,4.962,5228.1,1003.0,1.0,0.0,55.0
1.0,621.0,1.4,93.918,-42.7,4.96,5228.1,1001.0,1.0,0.0,61.0
1.0,230.0,1.4,93.444,-36.1,4.97,5228.1,1000.0,1.0,0.0,55.0
1.0,81.0,1.4,93.444,-36.1,4.966,5228.1,1002.0,2.0,0.0,41.0
1.0,640.0,-1.8,92.893,-46.2,1.266,5099.1,1000.0,1.0,0.0,70.0
0.0,233.0,1.4,94.465,-41.8,4.961,5228.1,1001.0,1.0,0.0,47.0
0.0,81.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,0.0,0.0,50.0
1.0,418.0,-2.9,92.963,-40.8,1.262,5076.2,1000.0,1.0,0.0,53.0
1.0,96.0,1.4,93.444,-36.1,4.968,5228.1,1002.0,2.0,0.0,51.0
0.0,47.0,-0.1,93.2,-42.0,4.021,5195.8,1003.0,0.0,0.0,51.0
0.0,79.0,1.4,94.465,-41.8,4.959,5228.1,1000.0,0.0,0.0,46.0
0.0,24.0,1.4,94.465,-41.8,4.96,5228.1,1004.0,0.0,0.0,57.0
1.0,266.0,1.4,93.918,-42.7,4.963,5228.1,1002.0,2.0,0.0,44.0
1.0,98.0,1.4,93.918,-42.7,4.957,5228.1,1001.0,0.0,0.0,33.0
1.0,56.0,-3.4,92.649,-30.1,0.716,5017.5,997.0,0.0,4.0,47.0
0.0,252.0,-2.9,92.963,-40.8,1.26,5076.2,1001.0,2.0,0.0,38.0
0.0,57.0,1.1,93.994,-36.4,4.857,5191.0,1005.0,1.0,0.0,42.0
1.0,223.0,-2.9,92.963,-40.8,1.266,5076.2,1001.0,0.0,2.0,50.0
0.0,524.0,1.4,93.918,-42.7,4.963,5228.1,1002.0,0.0,0.0,40.0
1.0,114.0,1.4,93.918,-42.7,4.96,5228.1,1001.0,2.0,0.0,28.0
1.0,644.5,-1.8,93.075,-47.1,1.405,5099.1,1001.0,0.0,0.0,42.0
0.0,94.0,1.4,94.465,-41.8,4.864,5228.1,1001.0,2.0,0.0,46.0
1.0,226.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,1.0,2.0,55.0
0.0,644.5,1.4,94.465,-41.8,4.959,5228.1,1001.0,1.0,0.0,47.0
1.0,644.5,1.4,93.444,-36.1,4.963,5228.1,1001.0,2.0,0.0,58.0
1.0,500.0,-1.8,92.893,-46.2,1.344,5099.1,1001.0,1.0,0.0,39.0
1.0,66.0,-1.8,92.843,-50.0,1.757,5099.1,1002.0,0.0,0.0,46.0
1.0,195.0,-1.8,92.843,-50.0,1.614,5099.1,1000.0,1.0,0.0,50.0
1.0,644.5,1.4,93.918,-42.7,4.962,5228.1,1000.0,3.0,0.0,44.0
0.0,331.0,1.1,93.994,-36.4,4.857,5191.0,1002.0,1.0,0.0,46.0
1.0,93.0,-2.9,92.201,-31.4,0.879,5076.2,997.0,0.0,5.0,36.0
1.0,230.0,-1.8,92.893,-46.2,1.281,5099.1,1003.0,0.0,0.0,33.0
1.0,196.0,-3.0,92.713,-33.0,0.707,5023.5,997.0,1.0,4.0,42.0
0.0,381.0,1.4,94.465,-41.8,4.967,5228.1,1001.0,2.0,0.0,60.0
1.0,120.0,1.4,93.444,-36.1,4.964,5228.1,1001.0,1.0,0.0,51.0
0.0,339.0,1.4,94.465,-41.8,4.959,5228.1,1000.0,1.0,0.0,61.0
0.0,110.0,1.1,93.994,-36.4,4.855,5191.0,1000.0,1.0,0.0,48.0
1.0,370.0,-0.1,93.2,-42.0,4.076,5195.8,1001.0,0.0,0.0,48.0
1.0,100.0,1.4,93.918,-42.7,4.961,5228.1,1001.0,0.0,0.0,50.0
1.0,346.0,-3.4,92.379,-29.8,0.773,5017.5,1002.0,0.0,0.0,75.0
1.0,190.0,1.4,93.918,-42.7,4.96,5228.1,1003.0,0.0,0.0,46.0
1.0,191.0,-1.8,92.893,-46.2,1.25,5099.1,1000.0,2.0,0.0,39.0
0.0,176.0,1.1,93.994,-36.4,4.864,5191.0,1003.0,2.0,0.0,33.0
1.0,196.0,1.4,93.444,-36.1,4.964,5228.1,1001.0,1.0,0.0,54.0
0.0,508.0,1.4,94.465,-41.8,4.866,5228.1,1001.0,0.0,0.0,37.0
1.0,94.0,-0.1,93.2,-42.0,4.076,5195.8,1001.0,2.0,0.0,48.0
0.0,108.0,-1.8,92.893,-46.2,1.299,5099.1,1002.0,0.0,2.0,39.0
1.0,252.0,-1.8,92.893,-46.2,1.281,5099.1,1004.0,2.0,0.0,33.0
0.0,17.0,1.4,94.465,-41.8,4.864,5228.1,1005.0,2.0,0.0,55.0
1.0,644.5,1.4,93.918,-42.7,4.958,5228.1,1000.0,0.0,0.0,41.0
1.0,114.0,-1.8,93.075,-47.1,1.41,5099.1,1001.0,1.0,2.0,38.0
1.0,644.5,-1.8,92.893,-46.2,1.299,5099.1,1003.0,1.0,0.0,50.0
1.0,99.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,0.0,0.0,58.0
0.0,41.0,1.4,93.918,-42.7,4.968,5228.1,1004.0,0.0,0.0,45.0
1.0,42.0,1.4,93.918,-42.7,4.963,5228.1,1001.0,1.0,0.0,43.0
1.0,174.0,-1.8,92.893,-46.2,1.334,5099.1,1001.0,0.0,2.0,48.0
1.0,294.0,1.4,93.918,-42.7,4.957,5228.1,1001.0,1.0,0.0,31.0
1.0,51.0,-1.8,92.893,-46.2,1.25,5099.1,1003.0,0.0,0.0,25.0
0.0,116.0,1.4,94.465,-41.8,4.961,5228.1,1002.0,1.0,0.0,38.0
0.0,171.0,1.1,93.994,-36.4,4.856,5191.0,1001.0,1.0,0.0,47.0
1.0,98.0,-2.9,92.963,-40.8,1.281,5076.2,1001.0,0.0,0.0,47.0
1.0,644.5,-1.8,93.075,-47.1,1.405,5099.1,1001.0,1.0,0.0,53.0
1.0,644.5,-1.8,93.075,-47.1,1.41,5099.1,1000.0,0.0,0.0,44.0
1.0,370.0,1.4,93.918,-42.7,4.961,5228.1,1001.0,1.0,0.0,58.0
0.0,83.0,1.1,93.994,-36.4,4.857,5191.0,1002.0,1.0,0.0,41.0
1.0,281.0,-1.8,93.075,-47.1,1.41,5099.1,1000.0,1.0,0.0,55.0
0.0,215.0,1.4,94.465,-41.8,4.864,5228.1,1000.0,1.0,0.0,68.0
0.0,435.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,0.0,0.0,65.0
1.0,48.0,-1.8,92.843,-50.0,1.663,5099.1,1000.0,1.0,0.0,95.0
0.0,139.0,1.4,94.465,-41.8,4.961,5228.1,1002.0,0.0,0.0,42.0
0.0,25.0,1.4,94.465,-41.8,4.96,5228.1,1000.0,2.0,0.0,55.0
1.0,644.5,-1.8,92.893,-46.2,1.266,5099.1,1000.0,1.0,0.0,46.0
0.0,370.0,1.1,93.994,-36.4,4.858,5191.0,1000.0,1.0,0.0,59.0
1.0,114.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,0.0,0.0,38.0
1.0,166.0,-2.9,92.963,-40.8,1.099,5076.2,1000.0,0.0,0.0,47.0
1.0,174.0,-1.8,92.893,-46.2,1.27,5099.1,997.0,1.0,3.0,37.0
0.0,166.0,1.1,93.994,-36.4,4.859,5191.0,1001.0,1.0,0.0,40.0
1.0,164.0,-1.8,93.075,-47.1,1.405,5099.1,1000.0,4.0,0.0,70.0
0.0,59.0,1.1,93.994,-36.4,4.857,5191.0,1003.0,1.0,0.0,52.0
1.0,644.5,-0.1,93.2,-42.0,4.191,5195.8,1000.0,3.0,0.0,54.0
1.0,126.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,2.0,0.0,51.0
1.0,155.0,-1.8,92.893,-46.2,1.244,5099.1,1000.0,1.0,0.0,31.0
0.0,379.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,1.0,0.0,60.0
0.0,368.0,1.1,93.994,-36.4,4.86,5191.0,1001.0,0.0,0.0,48.0
0.0,588.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,4.0,0.0,29.0
1.0,306.0,-3.4,92.431,-26.949999999999992,0.733,5017.5,997.0,0.0,3.0,60.0
0.0,15.0,1.4,94.465,-41.8,4.962,5228.1,1000.0,0.0,0.0,46.0
1.0,175.0,1.4,93.444,-36.1,4.964,5228.1,1002.0,1.0,0.0,55.0
1.0,132.0,1.4,93.444,-36.1,4.965,5228.1,1000.0,1.0,0.0,48.0
0.0,161.0,1.1,93.994,-36.4,4.858,5191.0,1001.0,1.0,0.0,40.0
0.0,242.0,1.1,93.994,-36.4,4.859,5191.0,1004.0,1.0,0.0,35.0
1.0,59.0,-0.1,93.2,-42.0,4.191,5195.8,1000.0,0.0,0.0,46.0
1.0,74.0,-1.8,92.893,-46.2,1.354,5099.1,1002.0,1.0,0.0,44.0
1.0,114.0,1.4,93.444,-36.1,4.966,5228.1,1001.0,1.0,0.0,43.0
0.0,232.0,1.1,93.994,-36.4,4.864,5191.0,1002.0,0.0,0.0,37.0
0.0,109.0,-1.7,94.027,-38.3,0.898,4991.6,1002.0,2.0,3.0,42.0
0.0,49.0,1.4,94.465,-41.8,4.959,5228.1,1003.0,1.0,0.0,61.0
1.0,211.0,-2.9,92.201,-31.4,0.869,5076.2,1002.0,1.0,0.0,48.0
0.0,213.0,1.1,93.994,-36.4,4.857,5191.0,1003.0,1.0,0.0,64.0
1.0,53.0,1.4,93.918,-42.7,4.961,5228.1,1004.0,2.0,0.0,42.0
1.0,266.0,-2.9,92.201,-31.4,0.879,5076.2,1001.0,1.0,0.0,55.0
1.0,68.0,-3.4,92.431,-26.949999999999992,0.722,5017.5,1001.0,2.0,0.0,46.0
1.0,102.0,-2.9,92.963,-40.8,1.26,5076.2,1000.0,1.0,0.0,35.0
1.0,139.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,1.0,0.0,34.0
1.0,335.0,1.4,93.918,-42.7,4.96,5228.1,1005.0,1.0,0.0,39.0
1.0,24.0,-0.1,93.2,-42.0,4.021,5195.8,1004.0,1.0,0.0,38.0
1.0,306.0,1.4,93.444,-36.1,4.963,5228.1,1000.0,2.0,0.0,61.0
0.0,90.0,1.4,93.918,-42.7,4.966,5228.1,1000.0,5.0,0.0,56.0
1.0,261.0,1.4,93.918,-42.7,4.963,5228.1,1005.0,0.0,0.0,41.0
0.0,42.0,1.1,93.994,-36.4,4.857,5191.0,1003.0,1.0,0.0,50.0
1.0,268.0,1.4,93.918,-42.7,4.962,5228.1,1001.0,1.0,0.0,62.0
0.0,350.0,1.4,94.465,-41.8,4.864,5228.1,1002.0,1.0,0.0,44.0
1.0,162.0,-1.8,92.893,-46.2,1.25,5099.1,1002.0,2.0,0.0,48.0
1.0,644.5,-1.8,93.876,-40.0,0.701,5008.7,1000.0,2.0,0.0,42.0
1.0,364.0,-1.8,92.893,-46.2,1.313,5099.1,1001.0,0.0,2.0,45.0
1.0,42.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,1.0,0.0,38.0
1.0,183.0,1.4,93.918,-42.7,4.963,5228.1,1001.0,1.0,0.0,52.0
1.0,316.0,1.4,93.918,-42.7,4.96,5228.1,1000.0,0.0,0.0,26.0
1.0,204.0,1.4,93.918,-42.7,4.961,5228.1,1002.0,2.0,0.0,37.0
1.0,21.0,1.4,93.444,-36.1,4.962,5228.1,1003.0,2.0,0.0,58.0
1.0,235.0,1.4,93.444,-36.1,4.963,5228.1,1004.0,2.0,0.0,48.0
0.0,165.0,1.4,93.918,-42.7,4.961,5228.1,1000.0,1.0,0.0,54.0
0.0,312.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,0.0,0.0,64.0
1.0,107.0,-2.9,92.201,-31.4,0.883,5076.2,1003.0,1.0,0.0,69.0
1.0,104.0,-1.8,92.893,-46.2,1.291,5099.1,1003.0,1.0,2.0,45.0
1.0,68.0,1.4,93.444,-36.1,4.965,5228.1,1002.0,2.0,0.0,45.0
1.0,84.0,1.4,93.918,-42.7,4.962,5228.1,1001.0,0.0,0.0,67.0
1.0,294.0,-2.9,92.201,-31.4,0.829,5076.2,1000.0,1.0,0.0,52.0
1.0,133.0,-2.9,92.963,-40.8,1.268,5076.2,1001.0,0.0,2.0,60.0
1.0,555.0,1.4,93.918,-42.7,4.961,5228.1,1001.0,0.0,0.0,40.0
1.0,15.0,1.4,93.444,-36.1,4.964,5228.1,1005.0,0.0,0.0,62.0
0.0,255.0,1.4,94.465,-41.8,4.962,5228.1,1001.0,0.0,0.0,48.0
1.0,49.0,-3.4,92.431,-26.949999999999992,0.742,5017.5,1002.0,1.0,3.0,68.0
1.0,644.5,-1.8,92.893,-46.2,1.25,5099.1,1001.0,1.0,2.0,40.0
0.0,644.5,1.4,94.465,-41.8,4.864,5228.1,1001.0,1.0,0.0,46.0
1.0,96.0,1.4,93.918,-42.7,4.957,5228.1,1000.0,1.0,0.0,46.0
1.0,124.0,-1.7,94.055,-39.8,0.742,4991.6,1000.0,0.0,0.0,39.0
1.0,141.0,-1.8,92.893,-46.2,1.327,5099.1,1005.0,1.0,0.0,42.0
0.0,273.0,1.4,93.918,-42.7,4.963,5228.1,1001.0,1.0,0.0,28.0
0.0,37.0,1.4,94.465,-41.8,4.961,5228.1,1000.0,0.0,0.0,42.0
1.0,193.0,-3.4,92.649,-30.1,0.715,5017.5,1001.0,1.0,0.0,71.0
0.0,644.5,1.4,94.465,-41.8,4.865,5228.1,1002.0,0.0,0.0,31.0
1.0,68.0,1.4,93.444,-36.1,4.962,5228.1,1005.0,0.0,0.0,44.0
1.0,163.0,1.4,93.444,-36.1,4.967,5228.1,1000.0,1.0,0.0,63.0
0.0,75.0,1.4,94.465,-41.8,4.961,5228.1,1000.0,2.0,0.0,55.0
0.0,207.0,1.1,93.994,-36.4,4.86,5191.0,1000.0,0.0,0.0,56.0
1.0,109.0,1.4,93.444,-36.1,4.965,5228.1,1000.0,1.0,0.0,52.0
